file_path,thumbnail,width,height,page_no,set_key
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0001.jpg,1383,2048,1,dra037-s01-b020-f200-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0002.jpg,1361,2048,2,dra037-s01-b020-f200-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0003.jpg,1374,2048,3,dra037-s01-b020-f200-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0004.jpg,1341,2048,4,dra037-s01-b020-f200-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0005.jpg,1383,2048,5,dra037-s01-b020-f200-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0006.jpg,1383,2048,6,dra037-s01-b020-f200-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0007.jpg,1350,2048,7,dra037-s01-b020-f200-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0008.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0008.jpg,1363,2048,8,dra037-s01-b020-f200-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0009.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0009.jpg,1383,2048,9,dra037-s01-b020-f200-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0010.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0010.jpg,1323,2048,10,dra037-s01-b020-f200-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0011.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0011.jpg,1383,2048,11,dra037-s01-b020-f200-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0012.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0012.jpg,1324,2048,12,dra037-s01-b020-f200-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b020-f200-i01-p0013.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b020-f200-i01-p0013.jpg,1383,2048,13,dra037-s01-b020-f200-i01
